CLAVE_ENTIDAD,ENTIDAD,SEXO,EDAD,DIAS_ACTIVIDAD_FISICA_VIGOROSA_EN_7_ULTIMOS_DIAS,DIAS_ACTIVIDAD_FISICA_MODERADA_EN_7_ULTIMOS_DIAS,DIAS_10_MIN_CAMINAR_EN_7_ULTIMOS_DIAS
1,AGUASCALIENTES,hombre,37,4,1,7
1,AGUASCALIENTES,hombre,37,0,7,0
1,AGUASCALIENTES,mujer,64,0,7,3
1,AGUASCALIENTES,hombre,36,2,0,2
1,AGUASCALIENTES,mujer,43,1,3,6
1,AGUASCALIENTES,mujer,35,0,2,7
1,AGUASCALIENTES,mujer,15,2,2,7
1,AGUASCALIENTES,hombre,22,1,0,7
1,AGUASCALIENTES,hombre,40,7,7,7
1,AGUASCALIENTES,hombre,16,2,2,7
1,AGUASCALIENTES,hombre,51,0,0,2
1,AGUASCALIENTES,hombre,17,0,0,7
1,AGUASCALIENTES,mujer,61,0,0,7
1,AGUASCALIENTES,hombre,44,0,2,0
1,AGUASCALIENTES,mujer,16,0,7,7
1,AGUASCALIENTES,mujer,38,0,2,4
1,AGUASCALIENTES,mujer,57,0,7,7
1,AGUASCALIENTES,hombre,57,0,3,3
1,AGUASCALIENTES,hombre,55,0,1,7
1,AGUASCALIENTES,hombre,37,5,3,7
1,AGUASCALIENTES,mujer,28,7,5,7
1,AGUASCALIENTES,hombre,15,3,2,7
1,AGUASCALIENTES,hombre,65,5,1,5
1,AGUASCALIENTES,hombre,16,6,5,5
1,AGUASCALIENTES,hombre,65,0,7,7
1,AGUASCALIENTES,mujer,25,0,4,0
1,AGUASCALIENTES,mujer,49,3,1,3
1,AGUASCALIENTES,hombre,29,3,7,7
1,AGUASCALIENTES,hombre,30,1,2,3
1,AGUASCALIENTES,mujer,48,0,1,7
1,AGUASCALIENTES,hombre,22,0,0,6
1,AGUASCALIENTES,hombre,62,0,0,7
1,AGUASCALIENTES,hombre,22,2,7,7
1,AGUASCALIENTES,mujer,19,0,7,7
1,AGUASCALIENTES,hombre,44,7,3,7
1,AGUASCALIENTES,hombre,17,4,5,7
1,AGUASCALIENTES,mujer,31,0,6,7
1,AGUASCALIENTES,mujer,17,0,0,6
1,AGUASCALIENTES,mujer,61,0,0,2
1,AGUASCALIENTES,mujer,24,3,2,0
1,AGUASCALIENTES,mujer,25,0,2,0
1,AGUASCALIENTES,mujer,62,0,0,0
1,AGUASCALIENTES,hombre,29,5,6,6
1,AGUASCALIENTES,hombre,50,0,0,7
1,AGUASCALIENTES,mujer,66,0,1,7
1,AGUASCALIENTES,hombre,64,6,2,7
1,AGUASCALIENTES,mujer,33,0,7,7
1,AGUASCALIENTES,hombre,26,6,2,6
1,AGUASCALIENTES,mujer,37,0,7,5
1,AGUASCALIENTES,mujer,21,0,0,7
1,AGUASCALIENTES,hombre,39,4,2,4
1,AGUASCALIENTES,hombre,23,0,7,7
1,AGUASCALIENTES,mujer,39,0,7,7
1,AGUASCALIENTES,mujer,15,2,5,0
1,AGUASCALIENTES,hombre,59,0,3,6
1,AGUASCALIENTES,hombre,20,1,3,7
1,AGUASCALIENTES,hombre,42,1,6,7
1,AGUASCALIENTES,hombre,17,2,5,5
1,AGUASCALIENTES,mujer,22,0,2,0
1,AGUASCALIENTES,mujer,15,0,7,7
1,AGUASCALIENTES,mujer,64,0,1,1
1,AGUASCALIENTES,mujer,35,0,7,7
1,AGUASCALIENTES,mujer,19,0,5,1
1,AGUASCALIENTES,hombre,20,7,0,7
1,AGUASCALIENTES,mujer,19,1,7,7
1,AGUASCALIENTES,mujer,49,0,7,1
1,AGUASCALIENTES,mujer,16,0,0,7
1,AGUASCALIENTES,mujer,21,0,7,7
1,AGUASCALIENTES,mujer,25,4,7,7
1,AGUASCALIENTES,hombre,48,1,7,4
1,AGUASCALIENTES,mujer,33,0,0,2
1,AGUASCALIENTES,hombre,20,0,0,7
1,AGUASCALIENTES,mujer,57,1,3,7
1,AGUASCALIENTES,mujer,26,2,7,7
1,AGUASCALIENTES,hombre,18,1,0,5
1,AGUASCALIENTES,mujer,59,0,7,7
1,AGUASCALIENTES,mujer,32,6,7,7
1,AGUASCALIENTES,hombre,26,4,7,7
1,AGUASCALIENTES,hombre,34,2,3,7
1,AGUASCALIENTES,mujer,23,2,5,7
1,AGUASCALIENTES,hombre,24,7,2,7
1,AGUASCALIENTES,mujer,17,0,3,3
1,AGUASCALIENTES,mujer,43,0,7,7
1,AGUASCALIENTES,mujer,34,0,1,7
1,AGUASCALIENTES,mujer,44,0,3,7
1,AGUASCALIENTES,hombre,37,0,0,7
1,AGUASCALIENTES,mujer,39,4,5,3
1,AGUASCALIENTES,mujer,17,1,7,7
1,AGUASCALIENTES,hombre,57,4,1,5
1,AGUASCALIENTES,mujer,62,0,7,0
1,AGUASCALIENTES,hombre,38,4,2,4
1,AGUASCALIENTES,mujer,65,0,7,7
1,AGUASCALIENTES,mujer,34,0,0,7
1,AGUASCALIENTES,hombre,22,4,6,6
1,AGUASCALIENTES,mujer,40,0,7,7
1,AGUASCALIENTES,mujer,54,3,7,3
1,AGUASCALIENTES,mujer,35,0,7,7
1,AGUASCALIENTES,mujer,33,0,0,5
1,AGUASCALIENTES,mujer,43,7,0,7
1,AGUASCALIENTES,mujer,18,0,0,7
1,AGUASCALIENTES,mujer,37,0,4,7
1,AGUASCALIENTES,mujer,49,0,7,7
1,AGUASCALIENTES,hombre,30,6,7,2
1,AGUASCALIENTES,hombre,26,2,0,4
1,AGUASCALIENTES,hombre,46,6,7,7
1,AGUASCALIENTES,hombre,25,2,5,5
1,AGUASCALIENTES,mujer,48,0,7,7
1,AGUASCALIENTES,mujer,42,0,7,7
1,AGUASCALIENTES,mujer,19,1,3,7
1,AGUASCALIENTES,mujer,63,4,7,5
1,AGUASCALIENTES,mujer,50,0,7,7
1,AGUASCALIENTES,hombre,27,0,3,2
1,AGUASCALIENTES,mujer,20,0,1,0
1,AGUASCALIENTES,hombre,16,0,7,2
1,AGUASCALIENTES,mujer,41,0,0,0
1,AGUASCALIENTES,mujer,15,3,1,1
1,AGUASCALIENTES,mujer,45,0,6,6
1,AGUASCALIENTES,mujer,21,0,7,7
1,AGUASCALIENTES,hombre,21,0,1,1
1,AGUASCALIENTES,mujer,30,0,0,5
1,AGUASCALIENTES,mujer,58,0,0,7
1,AGUASCALIENTES,hombre,48,0,7,7
1,AGUASCALIENTES,mujer,48,0,0,7
1,AGUASCALIENTES,hombre,55,0,7,7
1,AGUASCALIENTES,hombre,47,0,7,7
1,AGUASCALIENTES,hombre,54,0,7,7
1,AGUASCALIENTES,mujer,34,0,3,3
1,AGUASCALIENTES,mujer,25,0,7,7
1,AGUASCALIENTES,mujer,16,3,2,7
1,AGUASCALIENTES,hombre,50,0,3,7
1,AGUASCALIENTES,hombre,15,1,7,5
1,AGUASCALIENTES,hombre,52,0,0,6
1,AGUASCALIENTES,hombre,22,3,7,7
1,AGUASCALIENTES,hombre,45,0,0,1
1,AGUASCALIENTES,mujer,25,0,7,7
1,AGUASCALIENTES,hombre,26,2,7,7
1,AGUASCALIENTES,hombre,30,0,3,5
1,AGUASCALIENTES,hombre,41,0,7,7
1,AGUASCALIENTES,mujer,22,0,0,7
1,AGUASCALIENTES,mujer,29,0,5,6
1,AGUASCALIENTES,hombre,24,0,0,5
1,AGUASCALIENTES,mujer,61,7,7,4
1,AGUASCALIENTES,hombre,16,7,7,7
1,AGUASCALIENTES,mujer,21,0,7,7
1,AGUASCALIENTES,hombre,31,7,4,7
1,AGUASCALIENTES,mujer,59,0,6,7
1,AGUASCALIENTES,hombre,36,0,3,7
1,AGUASCALIENTES,hombre,15,3,5,7
1,AGUASCALIENTES,hombre,27,1,4,7
1,AGUASCALIENTES,hombre,38,3,0,7
1,AGUASCALIENTES,hombre,27,0,1,6
1,AGUASCALIENTES,mujer,51,6,7,7
1,AGUASCALIENTES,mujer,18,0,3,7
1,AGUASCALIENTES,mujer,49,0,7,7
1,AGUASCALIENTES,hombre,43,0,6,7
1,AGUASCALIENTES,hombre,19,0,3,3
1,AGUASCALIENTES,hombre,24,0,1,7
1,AGUASCALIENTES,mujer,64,0,3,6
1,AGUASCALIENTES,mujer,44,2,1,7
1,AGUASCALIENTES,mujer,19,4,0,7
1,AGUASCALIENTES,mujer,23,7,5,7
1,AGUASCALIENTES,mujer,18,0,0,3
1,AGUASCALIENTES,mujer,60,0,0,7
1,AGUASCALIENTES,hombre,17,1,1,4
1,AGUASCALIENTES,hombre,57,3,1,7
1,AGUASCALIENTES,mujer,39,0,5,7
1,AGUASCALIENTES,mujer,59,0,0,0
1,AGUASCALIENTES,hombre,54,0,7,5
1,AGUASCALIENTES,hombre,49,7,7,7
1,AGUASCALIENTES,hombre,15,5,5,5
1,AGUASCALIENTES,mujer,35,7,6,5
1,AGUASCALIENTES,hombre,18,7,5,7
1,AGUASCALIENTES,hombre,30,1,3,7
1,AGUASCALIENTES,hombre,47,0,2,0
1,AGUASCALIENTES,mujer,15,1,3,6
1,AGUASCALIENTES,mujer,58,0,5,7
1,AGUASCALIENTES,hombre,23,0,7,7
1,AGUASCALIENTES,hombre,30,4,1,5
1,AGUASCALIENTES,hombre,41,1,3,2
1,AGUASCALIENTES,hombre,59,5,7,7
1,AGUASCALIENTES,hombre,67,0,7,7
1,AGUASCALIENTES,hombre,58,0,7,7
1,AGUASCALIENTES,hombre,56,0,7,7
1,AGUASCALIENTES,mujer,51,0,7,1
1,AGUASCALIENTES,mujer,24,4,3,7
1,AGUASCALIENTES,mujer,49,0,7,5
1,AGUASCALIENTES,mujer,51,7,1,7
1,AGUASCALIENTES,mujer,49,0,5,5
1,AGUASCALIENTES,hombre,42,7,7,7
1,AGUASCALIENTES,mujer,66,1,0,7
1,AGUASCALIENTES,hombre,36,6,7,2
1,AGUASCALIENTES,mujer,59,0,0,2
1,AGUASCALIENTES,mujer,47,0,7,7
1,AGUASCALIENTES,mujer,43,0,7,7
1,AGUASCALIENTES,hombre,27,7,7,7
1,AGUASCALIENTES,hombre,44,5,5,7
1,AGUASCALIENTES,mujer,45,0,7,0
1,AGUASCALIENTES,mujer,24,1,7,7
1,AGUASCALIENTES,hombre,39,2,7,2
1,AGUASCALIENTES,mujer,28,7,2,2
1,AGUASCALIENTES,mujer,18,4,7,7
1,AGUASCALIENTES,hombre,25,7,2,7
1,AGUASCALIENTES,hombre,17,7,3,7
1,AGUASCALIENTES,hombre,27,7,1,7
1,AGUASCALIENTES,hombre,47,0,3,7
1,AGUASCALIENTES,mujer,53,0,7,7
1,AGUASCALIENTES,mujer,44,0,7,7
1,AGUASCALIENTES,mujer,18,1,7,7
1,AGUASCALIENTES,hombre,47,0,0,7
1,AGUASCALIENTES,hombre,18,2,0,7
1,AGUASCALIENTES,mujer,53,3,7,0
1,AGUASCALIENTES,mujer,36,5,7,0
1,AGUASCALIENTES,hombre,45,0,5,7
1,AGUASCALIENTES,mujer,39,0,0,5
1,AGUASCALIENTES,hombre,16,0,5,5
1,AGUASCALIENTES,mujer,31,2,7,5
1,AGUASCALIENTES,mujer,21,0,7,4
1,AGUASCALIENTES,hombre,18,1,5,7
1,AGUASCALIENTES,hombre,55,1,5,4
1,AGUASCALIENTES,mujer,59,0,0,7
1,AGUASCALIENTES,mujer,24,0,0,7
1,AGUASCALIENTES,mujer,62,0,7,7
1,AGUASCALIENTES,mujer,54,0,0,7
1,AGUASCALIENTES,hombre,60,0,0,7
1,AGUASCALIENTES,mujer,25,0,0,7
1,AGUASCALIENTES,hombre,64,6,1,7
1,AGUASCALIENTES,mujer,35,1,0,4
1,AGUASCALIENTES,hombre,57,0,0,7
1,AGUASCALIENTES,mujer,19,6,7,7
1,AGUASCALIENTES,hombre,36,6,4,0
1,AGUASCALIENTES,mujer,24,0,7,7
1,AGUASCALIENTES,hombre,25,0,3,7
1,AGUASCALIENTES,hombre,18,0,0,5
1,AGUASCALIENTES,hombre,29,1,0,7
1,AGUASCALIENTES,hombre,51,0,0,7
1,AGUASCALIENTES,mujer,41,0,3,0
1,AGUASCALIENTES,hombre,18,4,0,7
1,AGUASCALIENTES,hombre,60,0,1,2
1,AGUASCALIENTES,mujer,30,3,7,6
1,AGUASCALIENTES,hombre,32,4,7,7
1,AGUASCALIENTES,hombre,48,0,6,5
1,AGUASCALIENTES,mujer,39,0,7,7
1,AGUASCALIENTES,mujer,18,0,5,2
1,AGUASCALIENTES,hombre,27,0,0,7
1,AGUASCALIENTES,mujer,41,0,4,7
1,AGUASCALIENTES,hombre,41,6,0,7
1,AGUASCALIENTES,mujer,16,0,7,0
1,AGUASCALIENTES,mujer,38,0,2,2
1,AGUASCALIENTES,mujer,25,7,7,0
1,AGUASCALIENTES,hombre,43,0,0,7
1,AGUASCALIENTES,hombre,15,2,2,6
1,AGUASCALIENTES,hombre,58,7,5,4
1,AGUASCALIENTES,hombre,44,0,7,0
1,AGUASCALIENTES,mujer,17,2,1,2
1,AGUASCALIENTES,mujer,31,0,0,5
1,AGUASCALIENTES,mujer,42,0,7,5
1,AGUASCALIENTES,hombre,26,4,7,7
1,AGUASCALIENTES,hombre,40,0,0,0
1,AGUASCALIENTES,hombre,17,0,0,0
1,AGUASCALIENTES,mujer,44,0,7,5
1,AGUASCALIENTES,hombre,15,1,7,7
1,AGUASCALIENTES,mujer,52,0,2,0
1,AGUASCALIENTES,mujer,38,0,0,0
1,AGUASCALIENTES,mujer,43,0,7,7
1,AGUASCALIENTES,mujer,46,0,7,7
1,AGUASCALIENTES,mujer,17,0,7,7
1,AGUASCALIENTES,hombre,22,3,2,7
1,AGUASCALIENTES,mujer,38,0,7,5
1,AGUASCALIENTES,mujer,40,3,0,7
1,AGUASCALIENTES,mujer,29,0,0,3
1,AGUASCALIENTES,mujer,40,6,6,3
1,AGUASCALIENTES,hombre,45,0,7,7
1,AGUASCALIENTES,hombre,44,4,0,7
1,AGUASCALIENTES,mujer,51,5,5,3
1,AGUASCALIENTES,hombre,15,0,0,7
1,AGUASCALIENTES,mujer,59,0,4,3
1,AGUASCALIENTES,mujer,46,0,3,3
1,AGUASCALIENTES,mujer,20,3,3,7
1,AGUASCALIENTES,mujer,50,0,7,1
1,AGUASCALIENTES,hombre,18,6,0,7
1,AGUASCALIENTES,mujer,24,0,7,5
1,AGUASCALIENTES,mujer,33,0,5,7
1,AGUASCALIENTES,hombre,39,0,6,3
1,AGUASCALIENTES,hombre,15,1,1,1
1,AGUASCALIENTES,mujer,50,0,0,0
1,AGUASCALIENTES,hombre,16,6,1,7
1,AGUASCALIENTES,mujer,39,7,7,7
1,AGUASCALIENTES,mujer,21,7,7,7
1,AGUASCALIENTES,mujer,38,0,6,7
1,AGUASCALIENTES,mujer,34,3,2,7
1,AGUASCALIENTES,mujer,30,0,7,7
1,AGUASCALIENTES,hombre,64,1,0,7
1,AGUASCALIENTES,mujer,28,0,4,7
1,AGUASCALIENTES,mujer,47,0,1,5
1,AGUASCALIENTES,hombre,18,0,2,5
1,AGUASCALIENTES,hombre,60,0,2,3
1,AGUASCALIENTES,mujer,45,0,7,7
1,AGUASCALIENTES,hombre,47,0,2,7
1,AGUASCALIENTES,mujer,54,2,7,7
1,AGUASCALIENTES,hombre,34,2,6,7
1,AGUASCALIENTES,mujer,59,0,0,3
1,AGUASCALIENTES,mujer,38,2,6,5
1,AGUASCALIENTES,hombre,45,0,6,7
1,AGUASCALIENTES,hombre,18,5,2,7
1,AGUASCALIENTES,hombre,43,0,3,7
1,AGUASCALIENTES,hombre,19,3,7,7
1,AGUASCALIENTES,hombre,43,1,6,1
1,AGUASCALIENTES,hombre,33,0,0,7
1,AGUASCALIENTES,hombre,23,0,6,0
1,AGUASCALIENTES,mujer,40,6,5,6
1,AGUASCALIENTES,hombre,18,6,7,7
1,AGUASCALIENTES,mujer,34,0,7,0
1,AGUASCALIENTES,mujer,26,0,3,7
1,AGUASCALIENTES,mujer,17,2,5,7
1,AGUASCALIENTES,hombre,38,4,4,7
1,AGUASCALIENTES,hombre,16,5,6,7
1,AGUASCALIENTES,mujer,44,0,0,2
1,AGUASCALIENTES,mujer,23,0,0,7
1,AGUASCALIENTES,mujer,41,4,4,6
1,AGUASCALIENTES,mujer,17,1,5,4
1,AGUASCALIENTES,mujer,20,0,3,3
1,AGUASCALIENTES,mujer,32,0,7,0
1,AGUASCALIENTES,hombre,63,0,0,7
1,AGUASCALIENTES,hombre,42,7,7,7
1,AGUASCALIENTES,mujer,20,0,7,7
1,AGUASCALIENTES,mujer,17,0,7,0
1,AGUASCALIENTES,hombre,26,0,2,7
1,AGUASCALIENTES,hombre,37,0,4,0
1,AGUASCALIENTES,mujer,39,7,7,7
1,AGUASCALIENTES,hombre,46,3,7,7
1,AGUASCALIENTES,hombre,19,2,2,7
1,AGUASCALIENTES,hombre,34,0,6,7
1,AGUASCALIENTES,hombre,53,0,0,7
1,AGUASCALIENTES,hombre,38,5,0,7
1,AGUASCALIENTES,hombre,36,0,0,7
1,AGUASCALIENTES,hombre,38,7,7,7
1,AGUASCALIENTES,hombre,32,5,5,0
1,AGUASCALIENTES,hombre,67,0,7,2
1,AGUASCALIENTES,mujer,39,0,3,5
1,AGUASCALIENTES,mujer,33,0,0,3
1,AGUASCALIENTES,hombre,38,0,7,7
1,AGUASCALIENTES,hombre,48,0,7,7
1,AGUASCALIENTES,hombre,16,0,4,4
1,AGUASCALIENTES,mujer,33,2,7,7
1,AGUASCALIENTES,hombre,39,0,4,0
1,AGUASCALIENTES,hombre,41,0,5,0
1,AGUASCALIENTES,hombre,26,3,3,7
1,AGUASCALIENTES,hombre,35,0,0,0
1,AGUASCALIENTES,mujer,23,0,7,7
1,AGUASCALIENTES,mujer,17,0,7,7
1,AGUASCALIENTES,hombre,21,6,6,7
1,AGUASCALIENTES,mujer,19,0,6,7
1,AGUASCALIENTES,mujer,64,0,4,7
1,AGUASCALIENTES,mujer,24,0,7,6
1,AGUASCALIENTES,mujer,48,0,1,5
1,AGUASCALIENTES,mujer,52,0,0,0
1,AGUASCALIENTES,hombre,21,0,2,7
1,AGUASCALIENTES,hombre,18,1,7,7
1,AGUASCALIENTES,mujer,22,3,2,4
1,AGUASCALIENTES,hombre,51,0,0,7
1,AGUASCALIENTES,mujer,68,0,0,0
1,AGUASCALIENTES,mujer,28,3,6,7
1,AGUASCALIENTES,mujer,30,0,3,7
1,AGUASCALIENTES,mujer,53,3,7,6
1,AGUASCALIENTES,mujer,18,0,7,7
1,AGUASCALIENTES,hombre,47,0,0,4
1,AGUASCALIENTES,hombre,23,0,7,7
1,AGUASCALIENTES,mujer,23,0,1,7
1,AGUASCALIENTES,mujer,23,0,1,7
1,AGUASCALIENTES,hombre,69,0,7,7
1,AGUASCALIENTES,mujer,56,0,0,7
1,AGUASCALIENTES,hombre,30,2,1,4
1,AGUASCALIENTES,hombre,23,7,4,5
1,AGUASCALIENTES,hombre,37,0,6,4
1,AGUASCALIENTES,mujer,58,0,7,2
1,AGUASCALIENTES,mujer,57,0,0,0
1,AGUASCALIENTES,hombre,26,1,1,7
1,AGUASCALIENTES,mujer,36,0,7,7
1,AGUASCALIENTES,mujer,16,3,4,7
1,AGUASCALIENTES,hombre,39,1,7,5
1,AGUASCALIENTES,mujer,16,5,5,5
1,AGUASCALIENTES,mujer,20,0,5,7
1,AGUASCALIENTES,hombre,24,0,0,4
1,AGUASCALIENTES,mujer,17,0,7,7
1,AGUASCALIENTES,mujer,35,0,7,7
1,AGUASCALIENTES,mujer,15,7,1,3
1,AGUASCALIENTES,mujer,26,0,2,7
1,AGUASCALIENTES,hombre,27,0,7,4
1,AGUASCALIENTES,hombre,41,0,4,0
1,AGUASCALIENTES,hombre,48,4,7,7
1,AGUASCALIENTES,mujer,19,5,5,6
1,AGUASCALIENTES,mujer,24,2,3,7
1,AGUASCALIENTES,mujer,40,1,7,2
1,AGUASCALIENTES,mujer,41,0,0,7
1,AGUASCALIENTES,hombre,17,2,4,7
1,AGUASCALIENTES,mujer,41,0,0,6
1,AGUASCALIENTES,mujer,18,0,7,6
1,AGUASCALIENTES,hombre,32,0,5,7
1,AGUASCALIENTES,mujer,38,0,7,7
1,AGUASCALIENTES,mujer,44,5,7,6
1,AGUASCALIENTES,hombre,18,2,6,7
1,AGUASCALIENTES,mujer,23,0,7,6
1,AGUASCALIENTES,mujer,50,0,7,7
1,AGUASCALIENTES,mujer,17,0,7,7
1,AGUASCALIENTES,hombre,35,0,0,6
1,AGUASCALIENTES,hombre,15,7,1,6
1,AGUASCALIENTES,hombre,44,0,0,7
1,AGUASCALIENTES,mujer,17,1,7,7
1,AGUASCALIENTES,mujer,30,0,6,7
1,AGUASCALIENTES,mujer,43,0,7,4
1,AGUASCALIENTES,mujer,15,0,3,7
1,AGUASCALIENTES,hombre,41,0,3,1
1,AGUASCALIENTES,mujer,29,0,7,7
1,AGUASCALIENTES,hombre,21,3,0,5
1,AGUASCALIENTES,hombre,25,0,3,7
1,AGUASCALIENTES,hombre,15,0,6,3
1,AGUASCALIENTES,mujer,23,0,7,7
1,AGUASCALIENTES,mujer,36,7,7,7
1,AGUASCALIENTES,hombre,17,0,0,5
1,AGUASCALIENTES,hombre,25,2,5,6
1,AGUASCALIENTES,hombre,19,2,4,7
1,AGUASCALIENTES,hombre,30,1,3,7
1,AGUASCALIENTES,hombre,31,1,1,7
1,AGUASCALIENTES,mujer,24,4,7,5
1,AGUASCALIENTES,hombre,19,2,4,7
1,AGUASCALIENTES,mujer,22,4,1,7
1,AGUASCALIENTES,mujer,41,5,5,6
1,AGUASCALIENTES,hombre,18,7,7,2
1,AGUASCALIENTES,hombre,35,5,0,5
1,AGUASCALIENTES,hombre,43,0,0,7
1,AGUASCALIENTES,hombre,26,6,0,5
1,AGUASCALIENTES,hombre,26,4,3,7
1,AGUASCALIENTES,mujer,40,0,7,7
1,AGUASCALIENTES,hombre,15,4,3,7
1,AGUASCALIENTES,hombre,23,0,7,6
1,AGUASCALIENTES,mujer,41,0,0,2
1,AGUASCALIENTES,mujer,42,0,0,1
1,AGUASCALIENTES,hombre,18,7,5,3
1,AGUASCALIENTES,hombre,41,4,5,4
1,AGUASCALIENTES,hombre,20,4,5,7
1,AGUASCALIENTES,hombre,52,5,4,7
1,AGUASCALIENTES,mujer,45,0,7,2
1,AGUASCALIENTES,mujer,18,2,4,7
1,AGUASCALIENTES,mujer,42,0,7,7
1,AGUASCALIENTES,hombre,20,0,2,5
1,AGUASCALIENTES,mujer,25,0,0,0
1,AGUASCALIENTES,hombre,28,7,7,7
1,AGUASCALIENTES,mujer,67,0,3,0
1,AGUASCALIENTES,hombre,35,7,0,7
1,AGUASCALIENTES,mujer,41,2,3,7
1,AGUASCALIENTES,mujer,26,1,2,7
1,AGUASCALIENTES,mujer,41,0,5,0
1,AGUASCALIENTES,hombre,32,0,0,7
1,AGUASCALIENTES,mujer,17,1,0,7
1,AGUASCALIENTES,mujer,21,0,0,7
1,AGUASCALIENTES,hombre,15,2,2,7
1,AGUASCALIENTES,hombre,24,6,1,6
1,AGUASCALIENTES,hombre,45,2,3,3
1,AGUASCALIENTES,mujer,15,1,1,7
1,AGUASCALIENTES,mujer,68,0,7,3
1,AGUASCALIENTES,mujer,27,0,7,7
1,AGUASCALIENTES,hombre,23,1,6,7
1,AGUASCALIENTES,hombre,47,0,7,3
1,AGUASCALIENTES,mujer,38,3,7,7
1,AGUASCALIENTES,hombre,23,2,0,7
1,AGUASCALIENTES,hombre,19,5,3,7
1,AGUASCALIENTES,mujer,34,0,6,6
1,AGUASCALIENTES,hombre,15,5,2,3
1,AGUASCALIENTES,mujer,48,0,7,2
1,AGUASCALIENTES,hombre,25,7,7,7
1,AGUASCALIENTES,hombre,64,0,0,7
1,AGUASCALIENTES,mujer,45,0,2,5
1,AGUASCALIENTES,mujer,19,0,0,7
1,AGUASCALIENTES,mujer,54,1,7,7
1,AGUASCALIENTES,hombre,44,0,0,7
1,AGUASCALIENTES,mujer,48,0,1,7
1,AGUASCALIENTES,mujer,17,3,7,7
1,AGUASCALIENTES,hombre,41,0,0,1
1,AGUASCALIENTES,hombre,18,2,7,7
1,AGUASCALIENTES,mujer,21,3,7,7
1,AGUASCALIENTES,mujer,16,2,0,5
1,AGUASCALIENTES,hombre,37,0,5,5
1,AGUASCALIENTES,hombre,19,0,3,5
1,AGUASCALIENTES,hombre,32,0,5,7
1,AGUASCALIENTES,hombre,51,3,0,7
1,AGUASCALIENTES,hombre,62,0,7,0
1,AGUASCALIENTES,mujer,16,1,7,7
1,AGUASCALIENTES,hombre,24,3,1,0
1,AGUASCALIENTES,mujer,31,7,7,7
1,AGUASCALIENTES,hombre,39,1,1,4
1,AGUASCALIENTES,mujer,54,0,7,7
1,AGUASCALIENTES,mujer,23,2,2,7
1,AGUASCALIENTES,hombre,30,1,0,7
1,AGUASCALIENTES,hombre,57,0,1,0
1,AGUASCALIENTES,mujer,67,3,7,7
1,AGUASCALIENTES,mujer,50,3,7,7
1,AGUASCALIENTES,hombre,21,1,1,7
1,AGUASCALIENTES,mujer,52,0,0,7
1,AGUASCALIENTES,mujer,46,5,7,7
1,AGUASCALIENTES,mujer,36,1,3,2
1,AGUASCALIENTES,hombre,16,0,3,7
1,AGUASCALIENTES,hombre,42,3,1,7
1,AGUASCALIENTES,hombre,40,4,7,7
1,AGUASCALIENTES,mujer,15,0,0,3
1,AGUASCALIENTES,mujer,18,0,0,7
1,AGUASCALIENTES,mujer,21,0,7,7
1,AGUASCALIENTES,mujer,22,5,1,0
1,AGUASCALIENTES,mujer,57,0,7,7
1,AGUASCALIENTES,mujer,55,0,7,5
1,AGUASCALIENTES,mujer,32,0,0,4
1,AGUASCALIENTES,mujer,30,0,4,7
1,AGUASCALIENTES,mujer,59,0,0,3
1,AGUASCALIENTES,hombre,35,0,0,1
1,AGUASCALIENTES,mujer,34,4,7,7
1,AGUASCALIENTES,hombre,47,6,6,6
1,AGUASCALIENTES,hombre,18,7,7,6
1,AGUASCALIENTES,hombre,26,5,2,7
1,AGUASCALIENTES,mujer,22,0,7,7
1,AGUASCALIENTES,hombre,67,4,7,0
1,AGUASCALIENTES,hombre,63,3,5,7
1,AGUASCALIENTES,hombre,24,0,7,7
1,AGUASCALIENTES,hombre,41,0,0,7
1,AGUASCALIENTES,hombre,39,1,7,0
1,AGUASCALIENTES,mujer,30,2,1,0
1,AGUASCALIENTES,mujer,35,0,7,3
1,AGUASCALIENTES,mujer,28,0,0,7
1,AGUASCALIENTES,mujer,66,0,1,7
1,AGUASCALIENTES,hombre,50,7,7,0
1,AGUASCALIENTES,mujer,15,1,1,7
1,AGUASCALIENTES,hombre,24,2,0,3
1,AGUASCALIENTES,hombre,38,1,0,7
1,AGUASCALIENTES,hombre,15,1,2,5
1,AGUASCALIENTES,hombre,68,3,3,4
1,AGUASCALIENTES,mujer,54,7,7,7
1,AGUASCALIENTES,hombre,27,7,7,7
1,AGUASCALIENTES,hombre,24,2,2,7
1,AGUASCALIENTES,mujer,22,2,3,6
1,AGUASCALIENTES,mujer,69,7,7,7
1,AGUASCALIENTES,mujer,43,7,7,7
1,AGUASCALIENTES,hombre,17,7,7,7
1,AGUASCALIENTES,mujer,34,7,3,7
1,AGUASCALIENTES,mujer,55,0,7,7
1,AGUASCALIENTES,mujer,17,0,0,7
1,AGUASCALIENTES,hombre,20,4,5,7
1,AGUASCALIENTES,mujer,19,0,5,5
1,AGUASCALIENTES,hombre,53,0,0,0
1,AGUASCALIENTES,mujer,67,0,5,6
1,AGUASCALIENTES,hombre,18,0,6,1
1,AGUASCALIENTES,mujer,51,0,0,2
1,AGUASCALIENTES,mujer,67,0,7,6
1,AGUASCALIENTES,mujer,24,1,7,7
1,AGUASCALIENTES,hombre,39,0,0,3
1,AGUASCALIENTES,hombre,15,1,0,2
